Invoice_Date,Invoice_No,Customer_Id,Gender,Age,Shopping_Mall,Category,Quantity,Price,Payment_Method,Sales_Amount
2021-10-11,I142604,C965477,Male,23,Mall of Istanbul,Clothing,1,300.08,Credit Card,300.08
2022-03-12,I142612,C223214,Female,37,Emaar Square Mall,Technology,4,4200.0,Cash,16800.0
2021-03-17,I142615,C369023,Female,29,Metrocity,Clothing,4,1200.32,Credit Card,4801.28
2022-02-24,I142620,C539169,Male,43,Viaport Outlet,Food & Beverage,5,26.15,Cash,130.75
2021-08-28,I142626,C243904,Female,55,Metrocity,Clothing,2,600.16,Credit Card,1200.32
2021-12-28,I142627,C229216,Female,64,Mall of Istanbul,Clothing,4,1200.32,Credit Card,4801.28
2022-12-03,I142630,C155696,Male,55,Kanyon,Clothing,2,600.16,Debit Card,1200.32
2022-02-04,I142633,C198630,Female,33,Kanyon,Clothing,2,600.16,Debit Card,1200.32
2022-03-23,I142634,C101236,Male,66,Cevahir AVM,Clothing,1,300.08,Cash,300.08
2021-07-27,I142635,C803342,Male,49,Mall of Istanbul,Toys,5,179.2,Cash,896.0
2021-09-10,I142637,C291807,Female,30,Metropol AVM,Cosmetics,2,81.32,Credit Card,162.64
2022-08-15,I142638,C100449,Female,42,Istinye Park,Food & Beverage,2,10.46,Cash,20.92
2022-09-05,I142639,C451615,Female,61,Metropol AVM,Clothing,5,1500.4,Debit Card,7502.0
2022-05-12,I142640,C123404,Male,64,Mall of Istanbul,Clothing,2,600.16,Debit Card,1200.32
2022-04-26,I142642,C130054,Female,40,Kanyon,Cosmetics,1,40.66,Credit Card,40.66
2023-02-08,I142644,C907576,Female,18,Mall of Istanbul,Books,5,75.75,Cash,378.75
2022-07-17,I142645,C197596,Female,48,Istinye Park,Shoes,2,1200.34,Cash,2400.68
2023-03-03,I142647,C164782,Female,44,Zorlu Center,Clothing,1,300.08,Cash,300.08
2022-03-19,I142651,C146414,Female,62,Kanyon,Cosmetics,4,162.64,Credit Card,650.56
2021-07-25,I142652,C199672,Female,38,Metrocity,Toys,5,179.2,Debit Card,896.0
2022-03-14,I142653,C146350,Female,62,Metropol AVM,Clothing,4,1200.32,Credit Card,4801.28
2021-01-12,I142655,C746277,Male,26,Zorlu Center,Souvenir,4,46.92,Credit Card,187.68
2021-10-11,I142662,C277812,Male,19,Cevahir AVM,Clothing,3,900.24,Credit Card,2700.7200000000003
2021-07-10,I142664,C277945,Female,28,Istinye Park,Toys,1,35.84,Debit Card,35.84
2021-11-26,I142669,C137995,Male,22,Viaport Outlet,Clothing,1,300.08,Cash,300.08
2021-12-04,I142670,C749507,Female,20,Kanyon,Food & Beverage,1,5.23,Debit Card,5.23
2021-04-11,I142672,C131978,Male,59,Viaport Outlet,Books,2,30.3,Credit Card,60.6
2021-05-10,I142675,C888275,Male,62,Mall of Istanbul,Books,3,45.45,Debit Card,136.35000000000002
2022-05-31,I142677,C117109,Male,20,Zorlu Center,Clothing,5,1500.4,Debit Card,7502.0
2022-02-11,I142681,C380717,Female,52,Mall of Istanbul,Clothing,5,1500.4,Cash,7502.0
2022-06-12,I142684,C671422,Male,23,Kanyon,Clothing,5,1500.4,Credit Card,7502.0
2021-05-24,I142694,C329261,Female,46,Viaport Outlet,Clothing,4,1200.32,Credit Card,4801.28
2022-08-10,I142696,C917073,Female,46,Metrocity,Food & Beverage,5,26.15,Credit Card,130.75
2022-01-17,I142703,C312474,Female,23,Istinye Park,Technology,3,3150.0,Cash,9450.0
2022-09-28,I142705,C637322,Female,44,Metrocity,Souvenir,5,58.65,Credit Card,293.25
2022-04-03,I142707,C237549,Female,37,Mall of Istanbul,Toys,3,107.52,Cash,322.56
2022-01-02,I142711,C649527,Female,35,Metrocity,Books,3,45.45,Credit Card,136.35000000000002
2021-05-13,I142717,C648134,Female,60,Forum Istanbul,Cosmetics,2,81.32,Debit Card,162.64
2021-07-17,I142719,C131580,Male,56,Emaar Square Mall,Clothing,2,600.16,Cash,1200.32
2021-06-13,I142721,C250360,Female,47,Metrocity,Clothing,1,300.08,Cash,300.08
2021-08-21,I142724,C415321,Female,24,Metrocity,Food & Beverage,3,15.69,Cash,47.07
2021-08-31,I142726,C962790,Male,39,Mall of Istanbul,Clothing,4,1200.32,Debit Card,4801.28
2021-08-15,I142728,C317998,Female,63,Mall of Istanbul,Clothing,5,1500.4,Debit Card,7502.0
2022-05-27,I142732,C624207,Female,24,Istinye Park,Clothing,5,1500.4,Cash,7502.0
2022-10-05,I142733,C148366,Female,63,Kanyon,Food & Beverage,1,5.23,Cash,5.23
2021-02-18,I142736,C651981,Male,25,Metrocity,Clothing,4,1200.32,Cash,4801.28
2022-09-16,I142737,C371399,Female,43,Metrocity,Clothing,1,300.08,Cash,300.08
2021-01-03,I142738,C208738,Male,24,Kanyon,Clothing,4,1200.32,Credit Card,4801.28
2021-09-28,I142740,C524914,Female,51,Mall of Istanbul,Food & Beverage,2,10.46,Credit Card,20.92
2021-10-30,I142741,C332481,Female,64,Istinye Park,Books,2,30.3,Cash,60.6
2022-08-16,I142742,C146205,Male,43,Metrocity,Clothing,3,900.24,Cash,2700.7200000000003
2021-05-30,I142745,C101939,Female,52,Metrocity,Toys,5,179.2,Credit Card,896.0
2022-07-12,I142748,C129132,Female,47,Zorlu Center,Food & Beverage,1,5.23,Credit Card,5.23
2021-02-14,I142752,C155440,Female,22,Kanyon,Toys,3,107.52,Credit Card,322.56
2022-02-17,I142753,C113005,Female,53,Kanyon,Cosmetics,1,40.66,Cash,40.66
2022-01-28,I142754,C814519,Female,68,Mall of Istanbul,Food & Beverage,5,26.15,Cash,130.75
2023-02-23,I142757,C308224,Female,36,Metrocity,Toys,3,107.52,Cash,322.56
2021-05-22,I142762,C346260,Female,50,Zorlu Center,Clothing,2,600.16,Cash,1200.32
2022-08-10,I142764,C978436,Male,51,Cevahir AVM,Food & Beverage,1,5.23,Cash,5.23
2021-11-27,I142767,C275719,Female,18,Mall of Istanbul,Cosmetics,4,162.64,Credit Card,650.56
2021-12-13,I142768,C306949,Female,42,Metropol AVM,Toys,4,143.36,Cash,573.44
2023-02-06,I142771,C250790,Male,60,Cevahir AVM,Technology,2,2100.0,Cash,4200.0
2021-09-22,I142772,C133320,Male,44,Cevahir AVM,Clothing,3,900.24,Cash,2700.7200000000003
2022-07-24,I142776,C134304,Female,61,Istinye Park,Toys,4,143.36,Credit Card,573.44
2021-04-02,I142778,C191382,Female,27,Zorlu Center,Cosmetics,4,162.64,Credit Card,650.56
2021-08-03,I142781,C146892,Male,23,Emaar Square Mall,Clothing,4,1200.32,Debit Card,4801.28
2022-01-21,I142782,C276122,Female,40,Mall of Istanbul,Technology,3,3150.0,Credit Card,9450.0
2022-10-13,I142783,C210580,Female,60,Cevahir AVM,Books,2,30.3,Cash,60.6
2021-07-28,I142787,C331329,Female,68,Istinye Park,Clothing,4,1200.32,Credit Card,4801.28
2021-03-30,I142790,C145430,Male,62,Mall of Istanbul,Clothing,4,1200.32,Cash,4801.28
2022-03-03,I142791,C131274,Male,60,Zorlu Center,Books,3,45.45,Credit Card,136.35000000000002
2021-03-13,I142793,C429463,Male,22,Kanyon,Clothing,4,1200.32,Cash,4801.28
2021-08-18,I142804,C328947,Male,29,Zorlu Center,Clothing,1,300.08,Debit Card,300.08
2021-03-06,I142805,C290867,Female,61,Kanyon,Clothing,3,900.24,Debit Card,2700.7200000000003
2022-09-23,I142807,C441204,Female,36,Istinye Park,Books,4,60.6,Cash,242.4
2021-10-28,I142809,C142723,Male,67,Metrocity,Technology,5,5250.0,Credit Card,26250.0
2022-09-16,I142814,C448213,Female,22,Kanyon,Clothing,5,1500.4,Credit Card,7502.0
2021-04-12,I142815,C956722,Female,51,Mall of Istanbul,Toys,4,143.36,Cash,573.44
2021-06-20,I142816,C292967,Female,39,Metrocity,Clothing,5,1500.4,Cash,7502.0
2021-04-20,I142824,C463049,Female,24,Metrocity,Toys,4,143.36,Cash,573.44
2022-11-28,I142827,C875223,Male,36,Mall of Istanbul,Toys,5,179.2,Credit Card,896.0
2022-01-22,I142833,C632423,Male,65,Istinye Park,Clothing,1,300.08,Credit Card,300.08
2022-06-24,I142844,C101560,Female,20,Mall of Istanbul,Food & Beverage,4,20.92,Credit Card,83.68
2021-06-19,I142846,C232469,Male,25,Mall of Istanbul,Cosmetics,3,121.98,Credit Card,365.94
2022-02-05,I142849,C321022,Female,50,Kanyon,Toys,4,143.36,Credit Card,573.44
2022-07-05,I142857,C227834,Male,58,Kanyon,Clothing,5,1500.4,Cash,7502.0
2023-02-17,I142858,C442794,Female,50,Forum Istanbul,Clothing,2,600.16,Debit Card,1200.32
2022-01-10,I142860,C289151,Female,22,Mall of Istanbul,Clothing,2,600.16,Cash,1200.32
2021-09-03,I142866,C190952,Female,37,Viaport Outlet,Clothing,2,600.16,Debit Card,1200.32
2023-01-19,I142869,C608614,Female,47,Kanyon,Toys,2,71.68,Cash,143.36
2022-03-23,I142874,C217344,Male,43,Mall of Istanbul,Clothing,2,600.16,Cash,1200.32
2022-05-27,I142881,C148824,Female,39,Cevahir AVM,Clothing,2,600.16,Credit Card,1200.32
2022-12-05,I142883,C829098,Male,47,Zorlu Center,Cosmetics,2,81.32,Cash,162.64
2022-05-18,I142888,C274840,Female,63,Emaar Square Mall,Food & Beverage,3,15.69,Cash,47.07
2022-12-24,I142889,C922558,Male,59,Metropol AVM,Cosmetics,4,162.64,Cash,650.56
2022-07-17,I142892,C187545,Female,39,Mall of Istanbul,Shoes,1,600.17,Cash,600.17
2022-11-14,I142893,C103560,Female,49,Metrocity,Books,3,45.45,Cash,136.35000000000002
2022-09-26,I142899,C197988,Male,26,Mall of Istanbul,Food & Beverage,4,20.92,Debit Card,83.68
2021-07-19,I142905,C720347,Female,21,Kanyon,Shoes,4,2400.68,Credit Card,9602.72
2023-01-05,I142906,C128343,Female,52,Kanyon,Books,5,75.75,Credit Card,378.75
2021-02-12,I142911,C325883,Female,33,Viaport Outlet,Clothing,3,900.24,Cash,2700.7200000000003
2023-01-20,I142916,C113294,Male,63,Emaar Square Mall,Souvenir,1,11.73,Credit Card,11.73
2021-05-26,I142920,C312507,Female,40,Cevahir AVM,Food & Beverage,3,15.69,Cash,47.07
2022-10-17,I142921,C223388,Female,22,Mall of Istanbul,Souvenir,5,58.65,Credit Card,293.25
2023-03-03,I142923,C624500,Female,52,Viaport Outlet,Clothing,2,600.16,Credit Card,1200.32
2022-03-25,I142924,C154457,Female,38,Istinye Park,Souvenir,3,35.19,Cash,105.57
2022-11-07,I142939,C245468,Female,47,Zorlu Center,Cosmetics,5,203.3,Cash,1016.5
2023-01-16,I142941,C300169,Male,37,Mall of Istanbul,Cosmetics,2,81.32,Cash,162.64
2022-01-22,I142943,C670386,Male,52,Viaport Outlet,Clothing,3,900.24,Cash,2700.7200000000003
2021-10-19,I142946,C279826,Male,19,Metrocity,Toys,1,35.84,Cash,35.84
2021-10-17,I142947,C254059,Female,46,Cevahir AVM,Souvenir,2,23.46,Credit Card,46.92
2022-02-26,I142955,C134915,Male,32,Mall of Istanbul,Technology,4,4200.0,Debit Card,16800.0
2021-02-18,I142956,C321741,Female,69,Metrocity,Clothing,4,1200.32,Cash,4801.28
2021-05-21,I142958,C689666,Male,34,Mall of Istanbul,Toys,5,179.2,Debit Card,896.0
2021-11-03,I142961,C282483,Female,29,Kanyon,Clothing,4,1200.32,Credit Card,4801.28
2021-11-21,I142966,C329079,Male,65,Zorlu Center,Toys,3,107.52,Cash,322.56
2021-12-29,I142967,C116011,Female,65,Forum Istanbul,Food & Beverage,5,26.15,Cash,130.75
2021-11-08,I142968,C173068,Male,51,Kanyon,Clothing,4,1200.32,Debit Card,4801.28
2021-04-12,I142971,C179052,Female,44,Forum Istanbul,Books,1,15.15,Cash,15.15
2022-03-08,I142979,C286077,Male,69,Emaar Square Mall,Cosmetics,1,40.66,Cash,40.66
2022-12-13,I142980,C889994,Male,39,Metropol AVM,Cosmetics,1,40.66,Cash,40.66
2022-05-12,I142981,C182466,Female,63,Mall of Istanbul,Toys,2,71.68,Cash,143.36
2022-11-01,I142988,C162770,Female,33,Kanyon,Shoes,1,600.17,Credit Card,600.17
2022-08-30,I142991,C190324,Male,60,Emaar Square Mall,Food & Beverage,5,26.15,Credit Card,130.75
2022-12-11,I142995,C156644,Female,53,Metropol AVM,Shoes,5,3000.85,Cash,15004.25
2022-04-24,I142996,C275049,Female,60,Istinye Park,Souvenir,2,23.46,Cash,46.92
2022-08-31,I142997,C180416,Male,18,Istinye Park,Souvenir,2,23.46,Credit Card,46.92
2021-12-27,I142999,C159064,Male,54,Zorlu Center,Shoes,1,600.17,Cash,600.17
2021-09-10,I143000,C420291,Female,36,Mall of Istanbul,Clothing,2,600.16,Cash,1200.32
2021-04-08,I143001,C173651,Female,20,Viaport Outlet,Food & Beverage,1,5.23,Cash,5.23
2022-09-04,I143003,C251706,Male,26,Metropol AVM,Toys,4,143.36,Cash,573.44
2021-12-22,I143010,C922388,Male,55,Cevahir AVM,Food & Beverage,5,26.15,Cash,130.75
2021-12-03,I143021,C410406,Male,41,Cevahir AVM,Technology,3,3150.0,Credit Card,9450.0
2021-02-04,I143024,C522797,Female,37,Istinye Park,Food & Beverage,1,5.23,Debit Card,5.23
2021-07-28,I143028,C233993,Female,46,Mall of Istanbul,Clothing,3,900.24,Credit Card,2700.7200000000003
2022-10-12,I143031,C221749,Male,21,Metrocity,Clothing,1,300.08,Credit Card,300.08
2022-12-16,I143032,C190725,Female,29,Kanyon,Books,5,75.75,Credit Card,378.75
2022-01-12,I143038,C272239,Female,57,Emaar Square Mall,Toys,4,143.36,Cash,573.44
2022-04-25,I143040,C130663,Female,30,Istinye Park,Clothing,3,900.24,Credit Card,2700.7200000000003
2022-05-28,I143046,C284813,Male,32,Kanyon,Books,5,75.75,Cash,378.75
2021-01-29,I143049,C208225,Female,45,Forum Istanbul,Clothing,2,600.16,Credit Card,1200.32
2021-01-07,I143053,C104758,Male,39,Kanyon,Toys,5,179.2,Credit Card,896.0
2022-02-17,I143057,C801796,Male,63,Metropol AVM,Clothing,3,900.24,Credit Card,2700.7200000000003
2022-07-13,I143058,C314579,Male,19,Metrocity,Shoes,3,1800.51,Credit Card,5401.53
2023-01-15,I143060,C275426,Female,22,Metrocity,Cosmetics,5,203.3,Cash,1016.5
2021-03-27,I143064,C336786,Female,39,Emaar Square Mall,Shoes,2,1200.34,Debit Card,2400.68
2022-05-10,I143068,C999974,Female,29,Forum Istanbul,Clothing,5,1500.4,Cash,7502.0
2023-02-22,I143075,C212564,Female,57,Kanyon,Books,1,15.15,Debit Card,15.15
2022-03-23,I143080,C173545,Male,37,Mall of Istanbul,Toys,1,35.84,Cash,35.84
2021-05-20,I143082,C252015,Female,42,Metrocity,Food & Beverage,3,15.69,Debit Card,47.07
2022-09-14,I143083,C208096,Male,29,Zorlu Center,Shoes,5,3000.85,Debit Card,15004.25
2022-06-16,I143085,C608523,Female,27,Forum Istanbul,Souvenir,2,23.46,Cash,46.92
2023-02-05,I143095,C258626,Female,27,Mall of Istanbul,Clothing,2,600.16,Debit Card,1200.32
2021-03-17,I143098,C248261,Female,68,Mall of Istanbul,Books,3,45.45,Credit Card,136.35000000000002
2022-09-16,I143101,C101173,Female,52,Emaar Square Mall,Cosmetics,2,81.32,Credit Card,162.64
2022-11-14,I143102,C225352,Male,25,Metropol AVM,Food & Beverage,1,5.23,Credit Card,5.23
2021-10-04,I143106,C953966,Female,64,Kanyon,Toys,5,179.2,Cash,896.0
2022-04-26,I143108,C144448,Male,37,Mall of Istanbul,Food & Beverage,4,20.92,Cash,83.68
2022-11-17,I143110,C103248,Female,43,Forum Istanbul,Cosmetics,3,121.98,Credit Card,365.94
2022-07-08,I143112,C285818,Male,69,Metropol AVM,Technology,2,2100.0,Credit Card,4200.0
2022-09-05,I143113,C287204,Male,40,Forum Istanbul,Clothing,1,300.08,Debit Card,300.08
2021-07-07,I143121,C717843,Female,54,Forum Istanbul,Food & Beverage,2,10.46,Cash,20.92
2021-08-16,I143122,C276676,Female,40,Mall of Istanbul,Food & Beverage,1,5.23,Debit Card,5.23
2022-09-16,I143125,C250903,Male,69,Metrocity,Cosmetics,1,40.66,Debit Card,40.66
2021-09-12,I143127,C212909,Male,23,Mall of Istanbul,Cosmetics,4,162.64,Cash,650.56
2022-05-26,I143129,C107266,Male,43,Forum Istanbul,Clothing,3,900.24,Cash,2700.7200000000003
2022-05-20,I143131,C338862,Female,67,Zorlu Center,Books,3,45.45,Cash,136.35000000000002
2021-06-30,I143133,C188328,Female,20,Kanyon,Food & Beverage,1,5.23,Credit Card,5.23
2021-08-09,I143134,C237518,Male,41,Metropol AVM,Clothing,5,1500.4,Cash,7502.0
2022-01-29,I143136,C170679,Female,20,Metrocity,Clothing,5,1500.4,Debit Card,7502.0
2022-01-12,I143137,C742725,Female,51,Mall of Istanbul,Food & Beverage,5,26.15,Cash,130.75
2021-06-29,I143143,C198665,Female,23,Kanyon,Clothing,5,1500.4,Debit Card,7502.0
2023-01-14,I143153,C166928,Male,53,Emaar Square Mall,Clothing,2,600.16,Cash,1200.32
2023-03-04,I143158,C106552,Female,21,Kanyon,Clothing,5,1500.4,Cash,7502.0
2023-02-18,I143159,C155426,Male,59,Kanyon,Technology,3,3150.0,Cash,9450.0
2021-07-06,I143161,C211407,Male,55,Metropol AVM,Clothing,2,600.16,Cash,1200.32
2021-12-20,I143167,C181346,Male,54,Mall of Istanbul,Toys,2,71.68,Credit Card,143.36
2021-12-14,I143175,C297166,Female,50,Zorlu Center,Clothing,3,900.24,Credit Card,2700.7200000000003
2022-03-26,I143184,C268305,Female,42,Mall of Istanbul,Clothing,4,1200.32,Cash,4801.28
2021-04-15,I143185,C333970,Female,50,Zorlu Center,Cosmetics,1,40.66,Credit Card,40.66
2021-12-21,I143186,C173831,Female,52,Mall of Istanbul,Books,2,30.3,Debit Card,60.6
2022-05-17,I143189,C508730,Female,32,Metrocity,Clothing,2,600.16,Credit Card,1200.32
2022-05-08,I143190,C201909,Female,39,Metrocity,Clothing,1,300.08,Debit Card,300.08
2021-05-14,I143192,C319268,Female,38,Zorlu Center,Clothing,4,1200.32,Cash,4801.28
2021-08-19,I143194,C253985,Female,53,Metrocity,Souvenir,2,23.46,Credit Card,46.92
2022-09-28,I143195,C323388,Male,60,Mall of Istanbul,Cosmetics,2,81.32,Credit Card,162.64
2021-01-03,I143201,C321786,Female,30,Kanyon,Technology,4,4200.0,Debit Card,16800.0
2023-02-26,I143202,C748993,Female,66,Kanyon,Clothing,5,1500.4,Cash,7502.0
2023-02-21,I143207,C259761,Male,38,Istinye Park,Books,5,75.75,Credit Card,378.75
2022-08-07,I143217,C581636,Female,68,Kanyon,Technology,1,1050.0,Cash,1050.0
2021-08-12,I143220,C229030,Male,42,Mall of Istanbul,Technology,5,5250.0,Credit Card,26250.0
2023-01-20,I143224,C535512,Male,43,Forum Istanbul,Books,2,30.3,Credit Card,60.6
2022-11-09,I143233,C171180,Male,65,Zorlu Center,Toys,5,179.2,Cash,896.0
2021-11-17,I143237,C176903,Male,44,Metrocity,Books,3,45.45,Cash,136.35000000000002
2023-01-03,I143241,C147312,Female,39,Metrocity,Cosmetics,1,40.66,Debit Card,40.66
2022-01-28,I143244,C114567,Male,64,Kanyon,Clothing,5,1500.4,Debit Card,7502.0
2022-09-22,I143246,C176018,Female,33,Metrocity,Souvenir,4,46.92,Credit Card,187.68
2022-09-17,I143247,C772259,Male,26,Metrocity,Cosmetics,5,203.3,Cash,1016.5
2021-04-01,I143248,C950292,Female,58,Mall of Istanbul,Books,3,45.45,Cash,136.35000000000002
2022-01-03,I143253,C173491,Male,69,Metropol AVM,Toys,3,107.52,Cash,322.56
2021-02-14,I143258,C313717,Male,25,Mall of Istanbul,Toys,1,35.84,Cash,35.84
2021-08-16,I143260,C153455,Female,26,Metrocity,Food & Beverage,5,26.15,Cash,130.75
2021-04-23,I143263,C251795,Male,28,Metropol AVM,Clothing,1,300.08,Credit Card,300.08
2022-10-26,I143267,C245508,Male,53,Forum Istanbul,Books,3,45.45,Credit Card,136.35000000000002
2021-01-27,I143268,C191264,Male,21,Mall of Istanbul,Cosmetics,3,121.98,Cash,365.94
2021-10-22,I143276,C315374,Male,21,Mall of Istanbul,Clothing,4,1200.32,Cash,4801.28
2021-04-23,I143279,C216495,Female,25,Mall of Istanbul,Food & Beverage,4,20.92,Cash,83.68
2022-05-11,I143280,C167792,Female,38,Kanyon,Food & Beverage,1,5.23,Debit Card,5.23
2021-04-06,I143288,C470713,Male,27,Istinye Park,Toys,2,71.68,Cash,143.36
2022-06-26,I143292,C577766,Female,30,Mall of Istanbul,Shoes,4,2400.68,Cash,9602.72
2021-01-12,I143298,C166018,Male,66,Metrocity,Technology,4,4200.0,Credit Card,16800.0
2022-03-26,I143301,C142878,Male,19,Istinye Park,Clothing,2,600.16,Credit Card,1200.32
2022-01-01,I143306,C148210,Female,47,Kanyon,Clothing,1,300.08,Credit Card,300.08
2021-01-13,I143317,C693772,Female,29,Zorlu Center,Technology,4,4200.0,Cash,16800.0
2022-03-03,I143319,C332518,Female,64,Kanyon,Clothing,1,300.08,Cash,300.08
2023-01-10,I143322,C174931,Male,25,Metropol AVM,Clothing,4,1200.32,Cash,4801.28
2021-03-01,I143338,C337483,Female,68,Mall of Istanbul,Clothing,1,300.08,Cash,300.08
2022-08-31,I143339,C263576,Female,32,Kanyon,Technology,4,4200.0,Debit Card,16800.0
2021-07-05,I143340,C137437,Female,34,Emaar Square Mall,Technology,3,3150.0,Cash,9450.0
2021-02-04,I143342,C309418,Male,44,Mall of Istanbul,Clothing,3,900.24,Credit Card,2700.7200000000003
2023-03-03,I143345,C121053,Female,63,Metrocity,Clothing,1,300.08,Credit Card,300.08
2021-09-12,I143346,C199689,Male,54,Kanyon,Technology,5,5250.0,Credit Card,26250.0
2021-11-20,I143348,C275270,Female,66,Emaar Square Mall,Clothing,3,900.24,Cash,2700.7200000000003
2021-04-20,I143350,C263229,Female,24,Mall of Istanbul,Toys,3,107.52,Credit Card,322.56
2021-01-04,I143352,C189802,Female,33,Zorlu Center,Toys,2,71.68,Credit Card,143.36
2022-05-15,I143353,C244291,Female,59,Metrocity,Souvenir,5,58.65,Cash,293.25
2021-06-07,I143355,C192271,Male,51,Mall of Istanbul,Clothing,3,900.24,Cash,2700.7200000000003
2021-02-12,I143358,C271179,Female,29,Metrocity,Clothing,1,300.08,Cash,300.08
2022-03-30,I143364,C178481,Male,63,Kanyon,Cosmetics,3,121.98,Cash,365.94
2022-09-14,I143365,C281521,Male,50,Kanyon,Food & Beverage,2,10.46,Cash,20.92
2022-04-30,I143368,C282046,Male,65,Viaport Outlet,Food & Beverage,4,20.92,Debit Card,83.68
2021-07-30,I143370,C856978,Female,48,Metropol AVM,Cosmetics,3,121.98,Debit Card,365.94
2021-06-09,I143372,C225103,Female,38,Metropol AVM,Shoes,3,1800.51,Cash,5401.53
2021-09-29,I143374,C215315,Female,31,Forum Istanbul,Food & Beverage,5,26.15,Cash,130.75
2021-08-24,I143376,C175098,Male,31,Mall of Istanbul,Toys,4,143.36,Cash,573.44
2022-05-22,I143379,C230101,Female,28,Kanyon,Shoes,2,1200.34,Credit Card,2400.68
2023-01-01,I143386,C124551,Male,34,Metrocity,Shoes,4,2400.68,Cash,9602.72
2022-06-13,I143391,C178147,Female,53,Metropol AVM,Food & Beverage,5,26.15,Cash,130.75
2022-01-18,I143392,C135526,Male,27,Cevahir AVM,Clothing,2,600.16,Debit Card,1200.32
2022-06-19,I143403,C367483,Female,25,Cevahir AVM,Souvenir,5,58.65,Cash,293.25
2022-11-02,I143404,C288376,Female,59,Viaport Outlet,Shoes,5,3000.85,Credit Card,15004.25
2023-01-12,I143406,C338259,Male,52,Kanyon,Cosmetics,2,81.32,Debit Card,162.64
2022-06-05,I143408,C199189,Female,31,Kanyon,Clothing,2,600.16,Credit Card,1200.32
2022-04-20,I143410,C688229,Male,57,Cevahir AVM,Toys,3,107.52,Credit Card,322.56
2022-05-26,I143411,C257854,Female,44,Istinye Park,Food & Beverage,3,15.69,Cash,47.07
2021-12-30,I143415,C333648,Male,41,Kanyon,Technology,3,3150.0,Cash,9450.0
2022-01-14,I143416,C218720,Male,54,Metrocity,Toys,2,71.68,Debit Card,143.36
2021-02-10,I143420,C461090,Male,64,Mall of Istanbul,Clothing,4,1200.32,Credit Card,4801.28
2021-04-01,I143421,C876175,Female,50,Cevahir AVM,Food & Beverage,2,10.46,Cash,20.92
2021-11-12,I143422,C236440,Female,57,Viaport Outlet,Shoes,1,600.17,Credit Card,600.17
2022-11-08,I143427,C294778,Female,34,Istinye Park,Cosmetics,4,162.64,Cash,650.56
2021-01-30,I143428,C705705,Male,53,Mall of Istanbul,Clothing,2,600.16,Credit Card,1200.32
2022-08-14,I143429,C209735,Female,45,Kanyon,Clothing,2,600.16,Cash,1200.32
2022-04-15,I143430,C247283,Female,22,Mall of Istanbul,Cosmetics,4,162.64,Cash,650.56
2021-04-17,I143432,C336673,Male,52,Metropol AVM,Books,5,75.75,Credit Card,378.75
2021-05-27,I143435,C568077,Female,48,Emaar Square Mall,Souvenir,2,23.46,Cash,46.92
2022-12-29,I143436,C342187,Female,61,Mall of Istanbul,Technology,2,2100.0,Debit Card,4200.0
2022-05-26,I143437,C254521,Male,64,Emaar Square Mall,Cosmetics,1,40.66,Credit Card,40.66
2022-11-29,I143438,C215624,Female,40,Mall of Istanbul,Souvenir,3,35.19,Debit Card,105.57
2021-11-22,I143441,C194327,Female,48,Metrocity,Toys,4,143.36,Debit Card,573.44
2022-08-09,I143444,C268201,Female,69,Kanyon,Shoes,1,600.17,Debit Card,600.17
2022-01-03,I143446,C749909,Male,21,Metropol AVM,Clothing,5,1500.4,Debit Card,7502.0
2022-11-10,I143451,C439615,Male,45,Emaar Square Mall,Clothing,1,300.08,Credit Card,300.08
2022-08-28,I143452,C238871,Female,56,Viaport Outlet,Shoes,3,1800.51,Cash,5401.53
2022-04-04,I143453,C333306,Female,34,Kanyon,Food & Beverage,3,15.69,Credit Card,47.07
2022-05-05,I143454,C276534,Male,40,Istinye Park,Food & Beverage,5,26.15,Cash,130.75
2022-07-01,I143457,C705215,Male,67,Forum Istanbul,Shoes,4,2400.68,Credit Card,9602.72
2022-05-22,I143462,C244216,Male,27,Metrocity,Cosmetics,5,203.3,Debit Card,1016.5
2022-03-22,I143470,C120428,Male,58,Metropol AVM,Toys,5,179.2,Cash,896.0
2023-01-24,I143472,C105300,Female,67,Metrocity,Cosmetics,4,162.64,Credit Card,650.56
2022-05-19,I143476,C202990,Male,25,Zorlu Center,Cosmetics,3,121.98,Credit Card,365.94
2021-10-09,I143482,C105164,Female,67,Metrocity,Clothing,3,900.24,Debit Card,2700.7200000000003
2021-11-09,I143483,C915523,Female,46,Mall of Istanbul,Food & Beverage,4,20.92,Credit Card,83.68
2022-01-23,I143489,C339319,Female,35,Mall of Istanbul,Clothing,5,1500.4,Cash,7502.0
2022-01-12,I143492,C391175,Male,54,Mall of Istanbul,Shoes,1,600.17,Credit Card,600.17
2022-02-15,I143493,C237019,Female,66,Mall of Istanbul,Shoes,5,3000.85,Debit Card,15004.25
2022-09-06,I143494,C203341,Female,39,Viaport Outlet,Clothing,4,1200.32,Cash,4801.28
2022-12-20,I143495,C513538,Male,39,Kanyon,Clothing,1,300.08,Credit Card,300.08
2021-04-24,I143497,C116049,Female,53,Mall of Istanbul,Clothing,5,1500.4,Credit Card,7502.0
2021-03-23,I143501,C862156,Male,51,Istinye Park,Souvenir,1,11.73,Cash,11.73
2021-06-08,I143505,C783989,Male,35,Viaport Outlet,Cosmetics,4,162.64,Cash,650.56
2022-12-18,I143506,C209194,Female,28,Kanyon,Toys,5,179.2,Credit Card,896.0
